temperature_null_frac,temperature_mean,temperature_std,temperature_min,temperature_max,temperature_slope,temperature_delta,humidity_null_frac,humidity_mean,humidity_std,humidity_min,humidity_max,humidity_slope,humidity_delta,pressure_null_frac,pressure_mean,pressure_std,pressure_min,pressure_max,pressure_slope,pressure_delta,light_null_frac,light_mean,light_std,light_min,light_max,light_slope,light_delta,voltage_null_frac,voltage_mean,voltage_std,voltage_min,voltage_max,voltage_slope,voltage_delta,current_null_frac,current_mean,current_std,current_min,current_max,current_slope,current_delta,voltage_sag_frac,voltage_swell_frac,voltage_dropout_frac,vibration_sum,vibration_max,vibration_active_frac,vibration_burst_max_s,motion_frac,motion_transitions,motion_longest_run_s,abs_humidity_mean,abs_humidity_std,abs_humidity_slope,dewpoint_mean,temp_rh_corr,run_id,atm_id,window_start_ts,window_end_ts,label,stage1,fine_state,purity,ambiguous,severity,run_subtype,time_to_failure_s
0,29.0162,0.115494,28.84,29.35,0.0768046,0.5,0,54.6947,0.194541,53.93,54.96,-0.114565,-0.84,0,1006.43,0.0368703,1006.32,1006.55,-0.00223616,0.01,0,254.861,9.02314,229.9,263.8,-4.27787,-28.8,0,234.714,1.08925,232.2,237.6,-0.446005,-2.3,0,1.42,0.00585641,1.4048,1.436,-0.000176141,0.0072,0,0,0,0,0,0,0,0.14,1,42,13.8314,0.0525886,0.0332028,18.9749,-0.914216,RUN_00192,ATM_021,1807422429,1807422728,NORMAL,HEALTHY,NORMAL,1,False,38.8505,SENSOR_NOISE,
0,29.6422,0.196747,29.29,29.93,0.128859,0.59,0,55.669,0.535582,54.85,56.61,-0.34506,-1.52,0,1008.26,0.0608573,1007.76,1008.59,-0.011048,-0.13,0,412.959,9.56888,404.1,434.2,-0.903711,-19.3,0,227.811,0.658042,225.9,229.9,-0.0825823,0.3,0,1.4137,0.0056125,1.3984,1.428,9.55531e-05,-0.0112,0,0,0,38,6,0.05,6,0.776667,3,198,14.5861,0.0349578,0.0186665,19.8393,-0.988934,RUN_00184,ATM_019,1806712001,1806712300,SENSOR_FAULT,ABNORMAL,SENSOR_SPIKE,1,False,0.4516,SENSOR_SPIKE,
0,28.9212,0.0257322,28.83,28.98,-0.00709835,-0.01,0,52.9459,0.0743159,52.77,53.14,0.0365552,0.05,0,1008.01,0.0884731,1007.85,1008.17,-0.053951,-0.23,0,190.259,1.36544,187.1,193.6,-0.0385618,-2,0,229.224,0.721219,227.7,231.2,0.0364964,1.3,0,1.4177,0.00596379,1.3992,1.4376,0.000239395,-0.0016,0,0,0,1,1,0.00333333,1,0,0,0,13.2834,0.0209907,0.00451079,18.3675,-0.440101,RUN_00171,ATM_029,1805634471,1805634770,NORMAL,HEALTHY,NORMAL,1,False,30.0636,SENSOR_BIAS,
0,37.5924,0.206079,37.23,37.94,0.140951,0.7,0,37.1756,0.486887,36.36,37.97,-0.331626,-1.45,0,1006.58,0.0570596,1006.45,1006.71,0.0224758,0.13,0,316.486,10.6622,298.1,329.2,-3.35201,-0.7,0,225.127,0.894457,222.7,227.5,-0.415455,-3.1,0,2.04044,0.00804841,2.0208,2.0616,-0.000110999,0.0176,0,0,0,8,3,0.02,2,0.353333,2,106,15.2409,0.0418008,-0.0200541,20.506,-0.988439,RUN_00031,ATM_010,1793505700,1793505999,COOLING_FAILURE,ABNORMAL,COOLING_DEGRADATION,1,False,0.9226,COOLING_DEGRADATION,-140
0,29.0813,0.135318,28.83,29.33,-0.089241,-0.41,0,70.6938,0.333315,70.12,71.35,0.203676,0.65,0,1007.04,0.0917268,1006.86,1007.21,-0.0373219,-0.06,0,173.871,10.4177,156.6,185.9,5.97949,22,0,229.673,0.945465,227.5,232.3,-0.313999,-2.5,0,1.41048,0.00571072,1.3912,1.4256,0.000203544,-0.0048,0,0,0,15,3,0.03,6,0.38,1,114,18.0529,0.0651637,-0.0417487,23.215,-0.959795,RUN_00051,ATM_030,1795248065,1795248364,HIGH_HUMIDITY,ABNORMAL,HIGH_HUMIDITY,1,False,0.3974,HIGH_HUMIDITY,
0,28.666,0.0610677,28.52,28.8,-0.00708768,-0.08,0,58.713,0.255657,58.34,59.44,0.0953128,0.86,0,1010.41,0.0485425,1010.27,1010.51,0.0169918,0.08,0,165.756,10.6568,151.8,181,1.43383,6.1,0,229.577,0.69286,227.2,231.4,0.215378,2.2,0,1.41828,0.00594737,1.4024,1.4336,0.000108641,-0.008,0,0,0,26,6,0.04,3,0.563333,2,169,14.5073,0.0336141,0.0176521,19.7883,-0.851361,RUN_00057,ATM_031,1795772545,1795772844,HIGH_HUMIDITY,ABNORMAL,HIGH_HUMIDITY,1,False,0.8001,HIGH_HUMIDITY,
0,29.1494,0.0582238,28.99,29.25,-0.0355643,-0.16,0,62.3208,1.21851,60.48,64.64,0.840257,4.08,0,1009.13,0.0447817,1009.02,1009.24,0.0188531,0.03,0,191.67,1.55964,186.7,196.1,-6.80008e-05,-0.3,0,230.515,0.935348,228,232.6,0.301402,-0.7,0,1.42376,0.00601605,1.408,1.4392,0.000175778,-0.0024,0,0,0,2,1,0.00666667,1,0,0,0,15.8899,0.269448,0.185708,21.2065,-0.902053,RUN_00064,ATM_011,1796376613,1796376912,HIGH_HUMIDITY,ABNORMAL,HIGH_HUMIDITY,1,False,0.5812,HIGH_HUMIDITY,
0,29.9029,0.0818376,29.79,30.06,0.0485347,0.19,0,53.4077,0.266088,52.81,53.76,-0.152662,-0.66,0,1006.41,0.0483559,1006.28,1006.5,0.0230427,0.13,0,221.769,10.737,201.5,234.1,-2.67334,-3.2,0,266.948,0.809587,265.1,269.4,0.246191,0.1,0,1.41177,0.00620423,1.396,1.4312,0.000321262,0.0064,0,1,0,8,2,0.02,2,0.32,2,96,14.2238,0.0241974,-0.00139635,19.4137,-0.943066,RUN_00082,ATM_022,1797919636,1797919935,POWER_FAILURE,ABNORMAL,POWER_OVERVOLTAGE,1,False,39.904,POWER_OVERVOLTAGE,
0,34.8211,0.319517,34.24,35.38,0.220868,1.14,0,37.6307,0.615957,36.48,38.8,-0.425406,-2.25,0,1007.43,0.0401153,1007.35,1007.57,-0.00266456,-0.08,0,182.087,1.44903,177.7,187.1,-0.0769689,1.1,0,230.653,0.931356,228.4,233.4,0.511594,2.6,0,0.917781,0.00419284,0.9064,0.9304,-8.18569e-05,0.0104,0,0,0,2,1,0.00666667,1,0,0,0,13.1943,0.0306205,0.0127776,18.2532,-0.994522,RUN_00043,ATM_023,1794507732,1794508031,COOLING_FAILURE,ABNORMAL,FAN_STALL,1,False,0.9563,FAN_STALL,
0,29.3993,0.113179,29.26,29.7,0.0723416,0.33,0,51.3883,0.182008,50.86,51.72,-0.0868179,-0.35,0,1006.2,0.0597966,1006.09,1006.36,0.0260183,0.17,0,197.305,12.056,182,212.8,-6.50331,-24.4,0,233.088,0.911988,230.6,235.2,-0.37246,-1.3,0,1.42071,0.00609342,1.4048,1.4384,-0.000206424,0.0056,0,0,0,8459,83,0.46,132,0.803333,3,176,13.2777,0.0523943,0.0333133,18.332,-0.863733,RUN_00123,ATM_042,1801463835,1801464134,TAMPER,ABNORMAL,TAMPER,1,False,40.7335,TAMPER,
0,29.0109,0.189973,28.68,29.3,0.129024,0.49,0,55.7238,0.616213,54.79,56.7,-0.419517,-1.88,0,1010.5,0.0487914,1010.38,1010.63,0.0109696,0.11,0,439.765,9.00816,431.8,462.2,-3.07176,0,0,226.683,1.36912,219.6,229.3,-0.0149015,-0.4,0,1.41166,0.00609141,1.3928,1.4264,-0.000133271,0.012,0,0,0,4488,61,0.42,88,0.923333,4,189,14.0341,0.0211533,-0.000988996,19.2681,-0.991061,RUN_00128,ATM_026,1801873241,1801873540,TAMPER,ABNORMAL,TAMPER,1,False,41.1562,TAMPER,
0,29.1242,0.1995,28.87,29.42,0.130627,0.51,0,53.3658,0.400864,52.73,53.94,-0.248875,-0.82,0,1005.45,0.044018,1005.37,1005.58,0.0222074,0.16,0,305.454,11.1641,292,323.2,-4.02826,-3.1,0,229.544,13.2098,191.9,265.7,-1.68361,-11.6,0,1.41944,0.00553937,1.4016,1.4328,9.74411e-05,-0.0024,0.07,0.0533333,0,31,8,0.0366667,7,0.6,2,180,13.5876,0.063025,0.0398533,18.6807,-0.973077,RUN_00093,ATM_043,1798863074,1798863373,POWER_FAILURE,ABNORMAL,POWER_INSTABILITY,1,False,28.9373,POWER_INSTABILITY,
0,41.6273,0.0611653,41.49,41.75,0.0400364,0.22,0,26.5089,0.0546264,26.38,26.67,-0.0135396,-0.04,0,1007.89,0.0556647,1007.73,1008.06,-0.00110215,0,0,190.486,1.52726,185.4,193.6,0.489035,1.7,0,228.118,1.43818,222.2,231,-0.208257,-1.5,0,0.918349,0.00388578,0.9064,0.9296,4.38938e-05,0.004,0,0,0,1,1,0.00333333,1,0,0,0,13.4385,0.0433562,0.0220474,18.5468,-0.351894,RUN_00043,ATM_023,1794511632,1794511931,COOLING_FAILURE,ABNORMAL,FAN_STALL,1,False,0.9563,FAN_STALL,
0,28.5907,0.0620072,28.49,28.76,0.0390204,0.19,0,58.6506,0.123264,58.31,58.94,-0.0697764,-0.38,0,1008.59,0.0669635,1008.41,1008.73,-0.021261,-0.21,0,451.564,1.52885,447.6,456.3,-0.0449005,-0.5,0,229.555,0.710172,227.8,231.2,0.29019,1.2,0,1.41967,0.00611122,1.4048,1.4352,-0.000186967,-0.0008,0,0,0,8280,80,0.583333,101,0.596667,4,103,14.4536,0.0325851,0.0162086,19.7008,-0.834206,RUN_00137,ATM_021,1802655181,1802655480,TAMPER,ABNORMAL,TAMPER,1,False,42.935,TAMPER,
0,45.5779,0.0706569,45.42,45.69,0.0414207,0.17,0,19.7018,0.123812,19.46,19.96,-0.0726235,-0.4,0,1005.65,0.0475997,1005.54,1005.79,-0.0143506,-0.13,0,386.284,8.0151,365.7,393.7,0.371429,-3.7,0,225.556,1.21007,222.6,227.7,0.636248,3.5,0,0.919576,0.00397451,0.9088,0.9296,-3.06137e-06,-0.0008,0,0,0,7,3,0.0133333,1,0.173333,2,52,12.2767,0.0451166,-0.0192526,17.1042,-0.866308,RUN_00047,ATM_043,1794882559,1794882858,COOLING_FAILURE,ABNORMAL,FAN_STALL,1,False,0.99,FAN_STALL,
0,31.9687,0.233169,31.53,32.43,0.160911,0.9,0,46.6797,0.667639,45.42,47.87,-0.461374,-2.39,0,1009.18,0.0521367,1009.05,1009.3,0.0231653,0.02,0,260.964,1.84195,256.7,266.4,0.863184,5.6,0,232.548,1.82171,225.1,235.1,0.293503,0.1,0,1.95067,0.0126136,1.9184,1.984,0.00669215,0.0392,0,0,0,2,1,0.00666667,1,0,0,0,13.9414,0.0274988,-0.0113195,19.143,-0.993299,RUN_00035,ATM_009,1793825759,1793826058,COOLING_FAILURE,ABNORMAL,COOLING_DEGRADATION,1,False,0.8735,COOLING_DEGRADATION,-2441
0,44.5467,0.0878559,44.37,44.72,0.0592351,0.31,0,20.9432,0.0881847,20.74,21.14,-0.0478145,-0.25,0,1006.15,0.062024,1006.03,1006.3,-0.0371685,-0.19,0,403.85,1.44219,398.5,407.9,-0.159155,-0.1,0,227.21,0.726154,225.6,229.6,-0.112423,1.3,0,0.919635,0.0041984,0.9088,0.9312,6.24114e-05,0.0016,0,0,0,1,1,0.00333333,1,0,0,0,12.3697,0.0390277,0.0103911,17.229,-0.755951,RUN_00047,ATM_043,1794880219,1794880518,COOLING_FAILURE,ABNORMAL,FAN_STALL,1,False,0.99,FAN_STALL,
0,29.999,0.0695198,29.85,30.14,-0.0407375,-0.19,0,77.761,1.40644,75.17,80.07,0.967011,4.9,0,1006.89,0.0754788,1006.68,1007.02,-0.0393888,-0.13,0,348.413,9.63858,336.9,364.7,3.8423,19.9,0,226.097,1.12125,223.3,228.8,-0.612055,-2.6,0,1.41182,0.00625863,1.3904,1.4328,5.60753e-05,0.0128,0,0,0,17,4,0.0233333,3,0.643333,3,116,21.0365,0.320522,0.220497,25.688,-0.883885,RUN_00053,ATM_035,1795403580,1795403879,HIGH_HUMIDITY,ABNORMAL,HIGH_HUMIDITY,1,False,0.4509,HIGH_HUMIDITY,
0,34.7962,0.0932245,34.61,34.98,0.0629126,0.31,0,38.1035,0.278604,37.59,38.65,-0.189539,-0.98,0,1009.29,0.0356538,1009.21,1009.4,-0.0093001,-0.05,0,191.01,1.59974,186.4,195.4,0.0434885,1.7,0,231.788,0.743498,229.7,233.6,-0.239733,-0.9,0,1.99569,0.00847086,1.9736,2.0176,-0.000254392,-0.0008,0,0,0,0,0,0,0,0,0,0,13.3215,0.0380599,-0.0200523,18.4324,-0.956684,RUN_00032,ATM_028,1793627352,1793627651,COOLING_FAILURE,ABNORMAL,COOLING_DEGRADATION,1,False,0.851,COOLING_DEGRADATION,
0,27.6685,0.0898026,27.45,27.81,0.0582958,0.25,0,84.2487,0.399932,83.77,85.17,-0.251057,-1.26,0,1008.14,0.0573688,1008.02,1008.26,-0.031295,-0.12,0,176.955,1.32595,172.4,180.6,-0.0173535,1,0,227.233,0.809904,225.4,229.3,0.264535,1.3,0,1.41665,0.00614876,1.3984,1.4336,-0.000413285,-0.0016,0,0,0,0,0,0,0,0,0,0,19.8515,0.0317198,0.00951571,24.7675,-0.958263,RUN_00056,ATM_016,1795702059,1795702358,HIGH_HUMIDITY,ABNORMAL,HIGH_HUMIDITY,1,False,0.5969,HIGH_HUMIDITY,
0,28.8605,0.0840304,28.71,29.05,0.056135,0.24,0,55.5752,0.326464,54.89,56.1,-0.222867,-1.09,0,1007.81,0.0901595,1007.6,1007.97,0.0541506,0.16,0,176.567,1.38347,172.9,181.6,-0.0566566,-2.3,0,224.776,0.689571,223.2,227.2,-0.0744528,0.6,0,1.4119,0.0058084,1.3968,1.4296,-0.000465531,-0.0072,0,0,0,8705,71,0.79,187,0.803333,3,189,13.9103,0.0265705,-0.0115671,19.0862,-0.959823,RUN_00122,ATM_035,1801408121,1801408420,TAMPER,ABNORMAL,TAMPER,1,False,40.516,TAMPER,
0,35.416,0.145758,35.14,35.67,0.0998778,0.42,0,34.7842,0.195921,34.39,35.22,-0.130932,-0.58,0,1009.44,0.0557427,1009.31,1009.56,0.0318185,0.11,0,246.347,1.87914,241.6,251,0.935594,3,0,233.185,0.856276,230.8,235.7,-0.426745,-1.2,0,1.95866,0.00847639,1.9344,1.9816,-0.000316441,0.0104,0,0,0,4,1,0.0133333,1,0,0,0,12.569,0.0395258,0.0220868,17.5287,-0.95745,RUN_00036,ATM_037,1793912671,1793912970,COOLING_FAILURE,ABNORMAL,COOLING_DEGRADATION,1,False,0.8081,COOLING_DEGRADATION,
0,28.3687,0.0316013,28.28,28.45,0.00498579,0.01,0,57.3913,0.063398,57.18,57.53,0.014324,0.13,0,1008.37,0.036158,1008.26,1008.47,0.00597967,0.02,0,174.033,8.19856,151.7,181.4,3.60059,17.9,0,230.311,3.23754,218.4,234.5,-1.64784,-9.6,0,1.41814,0.00569151,1.4016,1.4328,9.0529e-05,-0.0064,0,0,0,0,0,0,0,0.176667,1,53,13.9541,0.0261313,0.00761992,19.1444,-0.299969,RUN_00073,ATM_031,1797159156,1797159455,POWER_FAILURE,ABNORMAL,POWER_UNDERVOLTAGE,0.9633,False,31.6835,POWER_UNDERVOLTAGE,
0,38.4539,0.0203727,38.39,38.5,0.000561073,0.01,0,30.7293,0.0906723,30.51,31,0.0523683,0.27,0,1006.69,0.0431105,1006.59,1006.79,-0.0178103,-0.1,0,211.227,1.66037,206.1,216.2,0.581358,-0.7,0,232.458,0.611535,230.8,234.3,-0.0523379,-0.3,0,2.00893,0.00793605,1.9904,2.0328,-0.000695282,0.0088,0,0,0,1,1,0.00333333,1,0,0,0,13.1572,0.0429271,0.0235389,18.1974,0.0246325,RUN_00033,ATM_011,1793648794,1793649093,COOLING_FAILURE,ABNORMAL,COOLING_FAILURE,1,False,0.8681,COOLING_DEGRADATION,650
0,27.9979,0.0327678,27.93,28.09,0.0142394,0.08,0,50.9707,0.0731244,50.73,51.17,0.0247729,0.07,0,1009.13,0.0421304,1009,1009.27,-0.0104536,-0.1,0,191.05,1.5156,187,195.4,-0.0130548,-1.6,0,227.831,0.972759,225.2,230.1,-0.409754,-0.7,0,1.4211,0.00599994,1.4032,1.44,-0.000128364,-0.0024,0,0,0,2,1,0.00666667,1,0,0,0,12.0835,0.0306083,0.0163495,16.9132,0.0725254,RUN_00178,ATM_028,1806239439,1806239738,SENSOR_FAULT,ABNORMAL,SENSOR_DRIFT,1,False,31.5143,SENSOR_DRIFT,
0,28.7242,0.120004,28.54,28.94,0.0797588,0.39,0,56.0758,0.264474,55.6,56.49,-0.167377,-0.67,0,1010.05,0.0399942,1009.94,1010.17,-0.00221482,0.05,0,433.942,10.9524,414.6,445.8,1.54543,2.7,0,228.998,1.38594,225.8,232,0.824512,2.2,0,1.4198,0.00636737,1.4048,1.4392,-8.66143e-06,0.012,0,0,0,14,7,0.02,4,0.313333,2,94,13.8941,0.0417047,0.0233126,19.1034,-0.945131,RUN_00004,ATM_021,1791159278,1791159577,NORMAL,HEALTHY,NORMAL,1,False,0,NORMAL,
0,29.1121,0.0849309,28.96,29.29,-0.0554807,-0.26,0,52.4167,0.224302,51.86,52.78,0.139917,0.64,0,1009.47,0.0933058,1009.29,1009.65,0.0611352,0.25,0,184.227,9.1741,162.6,192.5,4.30745,24.7,0,225.028,0.610957,223.3,226.5,-0.167579,-1.9,0,1.42042,0.00603222,1.4032,1.4384,-7.79635e-05,-0.004,0,0,0,10,2,0.0266667,4,0.22,3,47,13.2773,0.025558,-0.00809701,18.3833,-0.928201,RUN_00007,ATM_042,1791453116,1791453415,NORMAL,HEALTHY,NORMAL,1,False,0,NORMAL,
0,29.8366,0.0908099,29.67,30.01,0.0611204,0.31,0,82.5625,0.348943,81.79,83.21,-0.237819,-1.28,0,1006.79,0.034579,1006.68,1006.86,0.00659594,-0.03,0,295.637,1.95794,290,300.9,-0.902095,-2.2,0,228.856,0.690264,227.1,230.9,-0.0615447,-0.5,0,1.41145,0.00601009,1.3904,1.4288,-0.000220205,-0.0088,0,0,0,4,1,0.0133333,1,0,0,0,22.1698,0.0374908,0.0144185,26.5457,-0.961713,RUN_00053,ATM_035,1795408440,1795408739,HIGH_HUMIDITY,ABNORMAL,HIGH_HUMIDITY,1,False,0.4509,HIGH_HUMIDITY,
0,28.9952,0.162699,28.7,29.22,0.108369,0.46,0,57.0976,0.243834,56.64,57.6,-0.122516,-0.35,0,1007.28,0.0538754,1007.13,1007.42,-0.0251269,-0.08,0,403.146,9.58985,381.1,413.1,-0.858222,-2.4,0,233.456,1.15729,230.6,236.2,-0.550718,-1.8,0,1.4201,0.00636565,1.404,1.4424,-0.000251043,-0.0008,0,0,0,7645,57,0.65,107,0.8,4,131,14.4229,0.0917905,0.061364,19.6461,-0.855617,RUN_00137,ATM_021,1802660881,1802661180,TAMPER,ABNORMAL,TAMPER,1,False,42.935,TAMPER,
0,30.0452,0.0356507,29.93,30.12,0.0132253,0.07,0,54.481,0.143147,54.21,54.86,-0.0799497,-0.28,0,1008.52,0.0757878,1008.39,1008.74,-0.0433131,-0.25,0,184.316,1.52276,178.8,187.9,-0.0946544,-2,0,230.093,0.789993,228.2,232.1,-0.280518,-1.6,0,1.41269,0.00626604,1.3936,1.4288,0.000211501,-0.0064,0,0,0,0,0,0,0,0,0,0,14.607,0.0267086,-0.00991235,19.866,-0.723227,RUN_00107,ATM_025,1800086542,1800086841,NORMAL,HEALTHY,NORMAL,1,False,41.918,TAMPER,
0,31.1964,0.341115,30.63,31.8,0.235157,1.11,0,42.3659,0.826141,41,43.79,-0.568759,-2.6,0,1006.18,0.0566472,1006.06,1006.33,0.0090225,-0.09,0,186.808,9.61033,165.3,195.9,0.853548,4.6,0,230.389,0.784147,227.9,232.3,0.186178,-0.1,0,1.9365,0.0181961,1.8896,1.972,0.0111516,0.0608,0,0,0,8,2,0.0233333,4,0.223333,2,67,12.1099,0.0223582,-0.000392866,16.9007,-0.99537,RUN_00033,ATM_011,1793642674,1793642973,COOLING_FAILURE,ABNORMAL,COOLING_DEGRADATION,1,False,0.8681,COOLING_DEGRADATION,-5470
0,31.8156,0.270424,31.31,32.27,0.186689,0.94,0,44.1659,0.741958,42.99,45.55,-0.5111,-2.47,0,1009.6,0.0459455,1009.48,1009.71,-0.0194947,-0.06,0,191.199,1.42445,187.5,195.1,0.0430751,-2.2,0,229.505,1.04459,222.6,232,-0.398964,-1.7,0,1.98105,0.00993077,1.956,2.0048,0.00352867,0.0304,0,0,0,2,1,0.00666667,1,0,0,0,13.0524,0.0297038,-0.0127319,18.1187,-0.993934,RUN_00032,ATM_028,1793626092,1793626391,COOLING_FAILURE,ABNORMAL,COOLING_DEGRADATION,1,False,0.851,COOLING_DEGRADATION,
0,28.611,0.104529,28.46,28.83,-0.0689461,-0.27,0,89.5384,0.51629,88.49,90.23,0.349312,1.56,0,1010.52,0.0563962,1010.39,1010.66,0.00853556,-0.09,0,191.659,1.43593,187.1,196,-0.137452,-4.6,0,236.483,0.639018,234.9,238.8,-0.158755,-0.7,0,1.42375,0.00593521,1.4064,1.4392,0.000353988,0.0008,0,0,0,4,1,0.0133333,1,0,0,0,22.3214,0.0296129,-0.00243348,26.7203,-0.977259,RUN_00064,ATM_011,1796382433,1796382732,HIGH_HUMIDITY,ABNORMAL,HIGH_HUMIDITY,1,False,0.5812,HIGH_HUMIDITY,
0,27.8434,0.0751524,27.73,28.04,-0.0462142,-0.18,0,51.5189,0.359164,50.78,52.03,0.241267,1.15,0,1008.68,0.0805288,1008.51,1008.84,-0.0496091,-0.22,0,176.512,1.52539,171.5,180.4,-0.0881596,-1.3,0,226.647,0.709429,225,228.8,0.218474,1.2,0,1.44252,0.00715556,1.424,1.4624,0.00222004,0.02,0,0,0,1,1,0.00333333,1,0,0,0,12.1096,0.0410561,0.025199,16.9393,-0.935903,RUN_00037,ATM_038,1794061232,1794061531,COOLING_FAILURE,ABNORMAL,COOLING_DEGRADATION,1,False,0.9365,COOLING_DEGRADATION,-5414
0,29.4427,0.126208,29.16,29.66,-0.0858855,-0.44,0,58.9759,0.676975,57.83,60.26,0.467007,2.28,0,1006.61,0.042959,1006.52,1006.75,0.0103541,0.1,0,196.281,1.46449,191.9,200.7,0.139278,1.9,0,229.454,0.952023,226.9,231.3,-0.417083,-2.2,0,1.41516,0.00579713,1.396,1.4296,0.000201176,0,0,0,0,4748,48,0.49,84,0.503333,4,86,15.3184,0.0706621,0.0462811,20.5866,-0.983196,RUN_00138,ATM_039,1802763338,1802763637,TAMPER,ABNORMAL,TAMPER,1,False,42.2864,TAMPER,
0,28.3267,0.0381226,28.22,28.41,-0.0163412,-0.05,0,50.6587,0.175277,50.42,51.1,0.103483,0.47,0,1009.39,0.0325414,1009.29,1009.49,0.00355511,0.01,0,191.159,1.52198,186.9,194.8,-0.0462885,-3.9,0,229.224,0.981397,226.5,231.4,-0.36192,-1.8,0,1.42103,0.00642185,1.4024,1.4368,-0.000293763,-0.008,0,0,0,4,1,0.0133333,1,0,0,0,12.2416,0.0279766,0.0135571,17.1185,-0.770764,RUN_00178,ATM_028,1806237759,1806238058,SENSOR_FAULT,ABNORMAL,SENSOR_DRIFT,1,False,31.5143,SENSOR_DRIFT,
0,36.9896,0.0330274,36.92,37.12,0.00354311,0.1,0,33.0803,0.0698731,32.84,33.25,0.0126496,-0.08,0,1009.05,0.0720525,1008.86,1009.17,0.0270539,0.13,0,285.268,7.68478,265.2,293.1,-2.79681,-13.2,0,231.282,0.628056,228.8,232.8,-0.119843,1.4,0,1.98858,0.00790267,1.9488,2.0104,-0.000158551,-0.0104,0,0,0,1,1,0.00333333,1,0.17,1,51,13.0475,0.0267394,0.00730464,18.1042,-0.476892,RUN_00034,ATM_024,1793741028,1793741327,COOLING_FAILURE,ABNORMAL,COOLING_DEGRADATION,1,False,0.8426,COOLING_DEGRADATION,-2639
0,29.2946,0.0408266,29.21,29.41,-0.0188049,-0.16,0,88.8963,0.244435,88.23,89.26,0.146312,0.89,0,1008.27,0.0505913,1008.18,1008.42,-0.00616394,0.02,0,174.147,10.4447,157.1,185.4,2.90415,2.1,0,232.082,1.0416,229.4,234.9,0.402451,2.1,0,1.41935,0.00652111,1.3944,1.4352,-0.000403674,-0.0064,0,0,0,7,2,0.02,3,0.38,2,114,23.1372,0.0359544,0.0136065,27.2718,-0.838599,RUN_00058,ATM_023,1795854547,1795854846,HIGH_HUMIDITY,ABNORMAL,HIGH_HUMIDITY,1,False,0.6286,HIGH_HUMIDITY,
0,29.4858,0.0531254,29.39,29.63,-0.0296402,-0.2,0,58.7302,0.295784,58.03,59.31,0.195371,1.2,0,1009.63,0.0506761,1009.51,1009.74,0.000153735,-0.13,0,388.851,11.5095,371.2,403.6,2.78876,-0.6,0,226.75,0.721826,224.7,228.6,0.0984718,-1.3,0,1.41555,0.00597196,1.396,1.4304,-0.000141527,-0.004,0,0,0,7,5,0.00666667,2,0.426667,2,128,15.2458,0.0429005,0.0252732,20.5601,-0.880782,RUN_00011,ATM_012,1791761469,1791761768,NORMAL,HEALTHY,NORMAL,1,False,0,NORMAL,
0,28.1446,0.10308,27.95,28.34,0.069893,0.35,0,51.1905,0.383249,50.51,51.89,-0.26321,-1.17,0,1009.43,0.0396381,1009.34,1009.53,-0.0108355,-0.02,0,191.174,1.46889,185.9,195.2,-0.0528366,2.4,0,229.345,0.675923,227.5,231.1,0.0943637,2.1,0,1.42135,0.00596611,1.4048,1.4376,-0.000123959,-0.004,0,0,0,3,1,0.01,1,0,0,0,12.2388,0.0266239,-0.0132383,17.1156,-0.973424,RUN_00178,ATM_028,1806237459,1806237758,SENSOR_FAULT,ABNORMAL,SENSOR_DRIFT,1,False,31.5143,SENSOR_DRIFT,
0,28.2991,0.044798,28.17,28.38,0.0222764,0.1,0.00333333,54.73,7.10543e-15,54.73,54.73,0,0,0,1010.45,0.0549307,1010.31,1010.6,0.0265891,0.04,0,197.22,6.0736,174.5,203.7,-1.5535,-20,0,229.726,0.631459,227.9,231.1,-0.0269856,-1.1,0,1.41045,0.00648642,1.3912,1.4288,0.000363471,0.0104,0,0,0,21,9,0.0166667,4,0.0933333,1,28,13.2106,0.0347153,0.0171093,18.3201,0,RUN_00165,ATM_040,1805053807,1805054106,SENSOR_FAULT,ABNORMAL,SENSOR_STUCK,1,False,1,SENSOR_STUCK,
0,43.1073,0.0230154,43.05,43.18,-0.00123775,-0.03,0,22.9543,0.0685165,22.76,23.11,-0.0296346,-0.13,0,1009.65,0.05198,1009.52,1009.76,0.00825303,-0.04,0,181.972,1.44606,177.8,186,-0.0877983,-0.2,0,226.61,0.832582,224.1,228.7,0.364269,0.8,0,0.91076,0.00402929,0.8992,0.9216,-0.000156727,-0.0008,0,0,0,0,0,0,0,0,0,0,12.5386,0.0397533,-0.0174524,17.4944,-0.0985392,RUN_00042,ATM_030,1794480998,1794481297,COOLING_FAILURE,ABNORMAL,FAN_STALL,1,False,0.9632,FAN_STALL,
0,41.5489,0.116109,41.33,41.76,0.0792545,0.37,0,24.6336,0.091409,24.36,24.84,-0.0521847,-0.21,0,1007.28,0.057532,1007.15,1007.41,0.0281823,0.17,0,191.734,1.48373,187.8,196.1,-0.0173149,2.1,0,226.629,0.802458,224.8,229.6,0.301603,1.6,0,0.923464,0.00412765,0.9104,0.9352,-6.11207e-06,-0.0104,0,0,0,0,0,0,0,0,0,0,12.4237,0.0474126,0.0259236,17.3143,-0.817387,RUN_00046,ATM_011,1794845402,1794845701,COOLING_FAILURE,ABNORMAL,FAN_STALL,1,False,0.967,FAN_STALL,
